College ,Rating,Course,Duration,City,State,Country,Average Fees,Acceptance Rate
Indian Institute of Technology Ropar ,3.43, Ph.D Civil Engineering Part Time,2 Years,Rupnagar,Punjab,India,358525.4545,46.78%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Climate Science,2 Years,Bhubaneshwar,Odisha,India,518128.2353,47.30%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Cognitive Science,2 Years,Gandhinagar,Gujarat,India,432561,71.02%
Adamas University,3.03, Ph.D Commerce,2 Years,Kolkata,West Bengal,India,332156.25,47.63%
Indira Gandhi National Open University,3.88, Ph.D Commerce,2 Years,New Delhi,Delhi,India,57191.80328,58.65%
Indian Institute of Technology Goa ,3.73, Ph.D Communication and Signal Processing,2 Years,Ponda,Goa,India,501474.2857,57.40%
Indian Institute of Technology Goa ,3.73, Ph.D Computational Condensed Matter Physics,2 Years,Ponda,Goa,India,501474.2857,58.80%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Computer Application,2 Years,New Delhi,Delhi,India,325363.6364,81.78%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Computer Application Part Time,2 Years,New Delhi,Delhi,India,325363.6364,61.40%
Acharya Institute of Technology,2.79, Ph.D Computer Applications,2 Years,Bengaluru,Karnataka,India,238454.5455,83.69%
Indira Gandhi National Open University,3.88, Ph.D Computer Science,2 Years,New Delhi,Delhi,India,57191.80328,69.30%
Indian Institute of Technology Tirupati ,2.48, Ph.D Computer Science and Engineering,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,73.52%
Acharya Institute of Technology,2.79, Ph.D Computer Science and Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,60.48%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Computer Science and Engineering,2 Years,New Delhi,Delhi,India,325363.6364,72.28%
Adamas University,3.03, Ph.D Computer Science and Engineering,2 Years,Kolkata,West Bengal,India,332156.25,88.84%
Indian Institute of Technology Palakkad ,3.06, Ph.D Computer Science and Engineering,2 Years,Palakkad,Kerala,India,825000,81.07%
Adhiparasakthi Engineering College,3.2, Ph.D Computer Science and Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Indian Institute of Technology Patna ,3.24, Ph.D Computer Science and Engineering,2 Years,Patna,Bihar,India,322481.6667,78.67%
Indian Institute of Technology Indore ,3.34, Ph.D Computer Science and Engineering,2 Years,Simrol,Madhya Pradesh,India,326473.6842,65.40%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Computer Science and Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,49.50%
Indian Institute of Technology Ropar ,3.43, Ph.D Computer Science and Engineering,2 Years,Rupnagar,Punjab,India,358525.4545,52.38%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Computer Science and Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,79.66%
Indian Institute of Technology Guwahati ,3.45, Ph.D Computer Science and Engineering,2 Years,Guwahati,Assam,India,254171.9512,84.97%
Indian Institute of Technology Bhilai ,3.49, Ph.D Computer Science and Engineering,2 Years,Bhilai,Chhattisgarh,India,465500,60.24%
Indian Institute of Technology Dharwad ,3.5, Ph.D Computer Science and Engineering,2 Years,Dharwad,Karnataka,India,542760,70.63%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Computer Science and Engineering,2 Years,Gandhinagar,Gujarat,India,432558,82.49%
Indian Institute of Technology Jammu ,3.81, Ph.D Computer Science and Engineering,2 Years,Jammu,Jammu and Kashmir,India,612000,70.17%
Indian Institute of Technology Hyderabad ,3.96, Ph.D Computer Science and Engineering,2 Years,Hyderabad,Telangana,India,288884.5946,88.22%
Indian Institute of Technology Jodhpur ,4.36, Ph.D Computer Science and Engineering,2 Years,Jodhpur,Rajasthan,India,503615.3846,87.36%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Computer Science and Engineering Part Time,2 Years,New Delhi,Delhi,India,325363.6364,51.92%
Indian Institute of Technology Ropar ,3.43, Ph.D Computer Science and Engineering Part Time,2 Years,Rupnagar,Punjab,India,358525.4545,65.50%
Indian Statistical Institute Kolkata ,3.72, Ph.D Computer Science at System Science and Informatics,2 Years,Kolkata,West Bengal,India,2400000,69.35%
Adichunchanagiri Institute of Technology,2.93, Ph.D Computer Science Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Computer Science Engineering,2 Years,Bhubaneshwar,Odisha,India,518128.2353,87.94%
Indira Gandhi Institute of Technology,3.86, Ph.D Computer Science Engineering,2 Years,Khalapal,Odisha,India,161636.3636,83.62%
Indian Institute of Technology Goa ,3.73, Ph.D Computer Sciences,2 Years,Ponda,Goa,India,501474.2857,45.49%
Acharya NG Ranga Agricultural University,3.62, Ph.D Crop Physiology,2 Years,Guntur,Andhra Pradesh,India,66596,53.37%
Indira Gandhi National Open University,3.88, Ph.D Dairy Science and Technology,2 Years,New Delhi,Delhi,India,57191.80328,57.29%
Indian Institute of Technology Guwahati ,3.45, Ph.D Design,2 Years,Guwahati,Assam,India,254171.9512,51.82%
Indian Institute of Technology Hyderabad ,3.96, Ph.D Design,2 Years,Hyderabad,Telangana,India,288884.5946,80.55%
Indian Institute of Technology Goa ,3.73, Ph.D Design and Manufacturing,2 Years,Ponda,Goa,India,501474.2857,66.18%
Indian Statistical Institute Kolkata ,3.72, Ph.D Development Studies at the Economic Analysis,2 Years,Kolkata,West Bengal,India,2400000,74.87%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Earth Sciences,2 Years,Gandhinagar,Gujarat,India,432562,62.66%
Adamas University,3.03, Ph.D Economics,2 Years,Kolkata,West Bengal,India,332156.25,69.77%
Indian Institute of Technology Indore ,3.34, Ph.D Economics,2 Years,Simrol,Madhya Pradesh,India,326473.6842,81.96%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Economics,2 Years,Bhubaneshwar,Odisha,India,518128.2353,50.71%
Indian Institute of Technology Goa ,3.73, Ph.D Economics,2 Years,Ponda,Goa,India,501474.2857,79.02%
Abhilashi University,3.73, Ph.D Education,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,74.68%
Indira Gandhi National Open University,3.88, Ph.D Education,2 Years,New Delhi,Delhi,India,57191.80328,55.98%
Academy of Maritime Education and Training,2.53, Ph.D Electrical and Electronics Engineering,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,51.45%
Acharya Institute of Technology,2.79, Ph.D Electrical and Electronics Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,51.23%
Adichunchanagiri Institute of Technology,2.93, Ph.D Electrical and Electronics Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Academy of Maritime Education and Training,2.53, Ph.D Electrical and Electronics Engineering Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,79.60%
Indian Institute of Technology Tirupati ,2.48, Ph.D Electrical Engineering,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,77.74%
Adamas University,3.03, Ph.D Electrical Engineering,2 Years,Kolkata,West Bengal,India,332156.25,87.53%
Indian Institute of Technology Palakkad ,3.06, Ph.D Electrical Engineering,2 Years,Palakkad,Kerala,India,825000,88.95%
Indian Institute of Technology Patna ,3.24, Ph.D Electrical Engineering,2 Years,Patna,Bihar,India,322481.6667,84.08%
Indian Institute of Technology Indore ,3.34, Ph.D Electrical Engineering,2 Years,Simrol,Madhya Pradesh,India,326473.6842,53.56%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Electrical Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,53.55%
Indian Institute of Technology Ropar ,3.43, Ph.D Electrical Engineering,2 Years,Rupnagar,Punjab,India,358525.4545,53.49%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Electrical Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,52.05%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Electrical Engineering,2 Years,Bhubaneshwar,Odisha,India,518128.2353,54.43%
Indian Institute of Technology Bhilai ,3.49, Ph.D Electrical Engineering,2 Years,Bhilai,Chhattisgarh,India,465500,71.23%
Indian Institute of Technology Dharwad ,3.5, Ph.D Electrical Engineering,2 Years,Dharwad,Karnataka,India,542760,88.56%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Electrical Engineering,2 Years,Gandhinagar,Gujarat,India,432555,84.83%
Indian Institute of Technology Jammu ,3.81, Ph.D Electrical Engineering,2 Years,Jammu,Jammu and Kashmir,India,612000,66.21%
Indira Gandhi Institute of Technology,3.86, Ph.D Electrical Engineering,2 Years,Khalapal,Odisha,India,161636.3636,69.17%
Indian Institute of Technology Hyderabad ,3.96, Ph.D Electrical Engineering,2 Years,Hyderabad,Telangana,India,288884.5946,52.76%
Indian Institute of Technology Jodhpur ,4.36, Ph.D Electrical Engineering,2 Years,Jodhpur,Rajasthan,India,503615.3846,74.56%
Indian Institute of Technology Ropar ,3.43, Ph.D Electrical Engineering Part Time,2 Years,Rupnagar,Punjab,India,358525.4545,60.67%
Acharya Institute of Technology,2.79, Ph.D Electronics and Communication Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,51.70%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Electronics and Communication Engineering,2 Years,New Delhi,Delhi,India,325363.6364,87.61%
Adichunchanagiri Institute of Technology,2.93, Ph.D Electronics and Communication Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Adamas University,3.03, Ph.D Electronics and Communication Engineering,2 Years,Kolkata,West Bengal,India,332156.25,65.41%
Adhiparasakthi Engineering College,3.2, Ph.D Electronics and Communication Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Adhi College of Engineering and Technology,3.24, Ph.D Electronics and Communication Engineering,,Nathanallur,Tamil Nadu,India,137142.8571,
Adithya Institute of Technology,3.35, Ph.D Electronics and Communication Engineering,,Kurumbapalayam,Tamil Nadu,India,145714.2857,
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Electronics and Communication Engineering,2 Years,Bhubaneshwar,Odisha,India,518128.2353,57.41%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Electronics and Communication Engineering Part Time,2 Years,New Delhi,Delhi,India,325363.6364,83.53%
Adhiparasakthi Engineering College,3.2, Ph.D Electronics and Electrical Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Indian Institute of Technology Guwahati ,3.45, Ph.D Electronics and Electrical Engineering,2 Years,Guwahati,Assam,India,254171.9512,69.90%
Indira Gandhi Institute of Technology,3.86, Ph.D Electronics and Telecommunication Engineering,2 Years,Khalapal,Odisha,India,161636.3636,49.45%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Electronics Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,48.43%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Electronics Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,85.37%
Indian Institute of Technology Guwahati ,3.45, Ph.D Energy,2 Years,Guwahati,Assam,India,254171.9512,57.28%
Academy of Scientific and Innovative Research Chennai ,2.51, Ph.D Engineering,2 Years,Chennai,Tamil Nadu,India,325500,54.97%
Academy of Maritime Education and Training,2.53, Ph.D English,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,86.39%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D English,2 Years,New Delhi,Delhi,India,325363.6364,60.73%
Adamas University,3.03, Ph.D English,2 Years,Kolkata,West Bengal,India,332156.25,61.54%
Indian Institute of Technology Indore ,3.34, Ph.D English,2 Years,Simrol,Madhya Pradesh,India,326473.6842,58.23%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D English,2 Years,Bhubaneshwar,Odisha,India,518128.2353,73.09%
Indian Institute of Technology Jammu ,3.81, Ph.D English,2 Years,Jammu,Jammu and Kashmir,India,612000,45.33%
Indira Gandhi National Open University,3.88, Ph.D English,2 Years,New Delhi,Delhi,India,57191.80328,52.87%
Academy of Maritime Education and Training,2.53, Ph.D English Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,54.25%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D English Part Time,2 Years,New Delhi,Delhi,India,325363.6364,80.19%
Acharya NG Ranga Agricultural University,3.62, Ph.D Entomology,2 Years,Guntur,Andhra Pradesh,India,66596,71.80%
Acharya NG Ranga Agricultural University,3.62, Ph.D Entomology,2 Years,Guntur,Andhra Pradesh,India,66596,88.66%
Indian Institute of Technology Guwahati ,3.45, Ph.D Environment,2 Years,Guwahati,Assam,India,254171.9512,66.39%
Adamas University,3.03, Ph.D Environmental Science,2 Years,Kolkata,West Bengal,India,332156.25,76.49%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Environmental Science and Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,78.37%
Indian Institute of Technology Goa ,3.73, Ph.D Experimental Nanophotonics and Quantum Optics,2 Years,Ponda,Goa,India,501474.2857,77.72%
Acharya NG Ranga Agricultural University,3.62, Ph.D Farm Machinery and Power,2 Years,Guntur,Andhra Pradesh,India,66596,63.28%
Indian Institute of Technology Tirupati ,2.48, Ph.D Finance,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,70.71%
Indian Institute of Technology Goa ,3.73, Ph.D Fluid and Thermal Sciences,2 Years,Ponda,Goa,India,501474.2857,77.94%
Indira Gandhi National Open University,3.88, Ph.D Food and Nutrition,2 Years,New Delhi,Delhi,India,57191.80328,47.61%
Indira Gandhi National Open University,3.88, Ph.D French,2 Years,New Delhi,Delhi,India,57191.80328,73.37%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Fuel Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,63.02%
Indira Gandhi National Open University,3.88, Ph.D Gandhian Thought and Peace Studies,2 Years,New Delhi,Delhi,India,57191.80328,56.85%
Acharya NG Ranga Agricultural University,3.62, Ph.D Genetics and Plant Breeding,2 Years,Guntur,Andhra Pradesh,India,66596,66.32%
Adamas University,3.03, Ph.D Geography,2 Years,Kolkata,West Bengal,India,332156.25,73.29%
Indira Gandhi National Open University,3.88, Ph.D Geography,2 Years,New Delhi,Delhi,India,57191.80328,51.24%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Geosciences,2 Years,Bhubaneshwar,Odisha,India,518128.2353,74.13%
Academy of Maritime Education and Training,2.53, Ph.D Harbour and Ocean Engineering,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,70.69%
Academy of Maritime Education and Training,2.53, Ph.D Harbour and Ocean Engineering Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,71.40%
Indira Gandhi National Open University,3.88, Ph.D Hindi,2 Years,New Delhi,Delhi,India,57191.80328,54.33%
Adamas University,3.03, Ph.D History,2 Years,Kolkata,West Bengal,India,332156.25,81.86%
Indira Gandhi National Open University,3.88, Ph.D History,2 Years,New Delhi,Delhi,India,57191.80328,80.01%
Indian Institute of Technology Patna ,3.24, Ph.D Humanities and Social Sciences,2 Years,Patna,Bihar,India,322481.6667,84.43%
Indian Institute of Technology Ropar ,3.43, Ph.D Humanities and Social Sciences,2 Years,Rupnagar,Punjab,India,358525.4545,58.03%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Humanities and Social Sciences,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,56.48%
Indian Institute of Technology Guwahati ,3.45, Ph.D Humanities and Social Sciences,2 Years,Guwahati,Assam,India,254171.9512,67.71%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Humanities and Social Sciences,2 Years,Gandhinagar,Gujarat,India,432563,45.26%
Indian Institute of Technology Jodhpur ,4.36, Ph.D Humanities and Social Sciences,2 Years,Jodhpur,Rajasthan,India,503615.3846,87.76%
Indian Institute of Technology Ropar ,3.43, Ph.D Humanities and Social Sciences Part Time,2 Years,Rupnagar,Punjab,India,358525.4545,73.49%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Industrial Engineering and Management,2 Years,Dhanbad,Jharkhand,India,265595.7447,77.63%
Indian Institute of Technology Goa ,3.73, Ph.D Industrial Engineering and Operational Research,2 Years,Ponda,Goa,India,501474.2857,86.30%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Industrial Management,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,65.77%
Acharya Institute of Technology,2.79, Ph.D Information Science and Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,81.11%
Academy of Maritime Education and Training,2.53, Ph.D Information Technology,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,55.91%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Information Technology,2 Years,New Delhi,Delhi,India,325363.6364,64.21%
Academy of Maritime Education and Training,2.53, Ph.D Information Technology Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,76.22%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Information Technology Part Time,2 Years,New Delhi,Delhi,India,325363.6364,87.27%
Indira Gandhi National Open University,3.88, Ph.D Interdisciplinary and Transdisciplinary Studies,2 Years,New Delhi,Delhi,India,57191.80328,48.71%
Adamas University,3.03, Ph.D Journalism and Mass Communication,2 Years,Kolkata,West Bengal,India,332156.25,71.27%
Indira Gandhi National Open University,3.88, Ph.D Law,2 Years,New Delhi,Delhi,India,57191.80328,82.39%
Indian Institute of Technology Hyderabad ,3.96, Ph.D Liberal Arts,2 Years,Hyderabad,Telangana,India,288884.5946,84.37%
Indian Statistical Institute Kolkata ,3.72, Ph.D Library and Information Science,2 Years,Kolkata,West Bengal,India,2400000,80.83%
Indira Gandhi National Open University,3.88, Ph.D Library and Information Science,2 Years,New Delhi,Delhi,India,57191.80328,47.42%
Indian Institute of Technology Guwahati ,3.45, Ph.D Linguistic Science and Technology,2 Years,Guwahati,Assam,India,254171.9512,62.66%
Adamas University,3.03, Ph.D Management,2 Years,Kolkata,West Bengal,India,332156.25,82.67%
Abhilashi University,3.73, Ph.D Management,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,45.91%
Indira Gandhi National Open University,3.88, Ph.D Management,2 Years,New Delhi,Delhi,India,57191.80328,65.32%
Academy of Maritime Education and Training,2.53, Ph.D Marine Biotechnology,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,52.19%
Academy of Maritime Education and Training,2.53, Ph.D Marine Biotechnology Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,45.33%
Academy of Maritime Education and Training,2.53, Ph.D Marine Engineering,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,77.38%
Academy of Maritime Education and Training,2.53, Ph.D Marine Engineering Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,68.34%
Indian Institute of Technology Patna ,3.24, Ph.D Materials Science and Engineering,2 Years,Patna,Bihar,India,322481.6667,68.63%
Indian Institute of Technology Indore ,3.34, Ph.D Materials Science and Engineering,2 Years,Simrol,Madhya Pradesh,India,326473.6842,82.87%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Materials Science and Engineering,2 Years,Gandhinagar,Gujarat,India,432564,71.89%
Indian Institute of Technology Hyderabad ,3.96, Ph.D Materials Science and Metallurgical Engineering,2 Years,Hyderabad,Telangana,India,288884.5946,64.59%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Materials Science and Technology,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,47.14%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Mathematical Sciences,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,83.02%
Indian Institute of Technology Tirupati ,2.48, Ph.D Mathematics,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,71.57%
Academy of Maritime Education and Training,2.53, Ph.D Mathematics,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,45.67%
Acharya Institute of Technology,2.79, Ph.D Mathematics,2 Years,Bengaluru,Karnataka,India,238454.5455,66.51%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Mathematics,2 Years,New Delhi,Delhi,India,325363.6364,74.14%
Adichunchanagiri Institute of Technology,2.93, Ph.D Mathematics,,Chikmagalur Rural,Karnataka,India,179500,
Adamas University,3.03, Ph.D Mathematics,2 Years,Kolkata,West Bengal,India,332156.25,76.44%
Indian Institute of Technology Palakkad ,3.06, Ph.D Mathematics,2 Years,Palakkad,Kerala,India,825000,52.49%
Indian Institute of Technology Patna ,3.24, Ph.D Mathematics,2 Years,Patna,Bihar,India,322481.6667,61.06%
Indian Institute of Technology Indore ,3.34, Ph.D Mathematics,2 Years,Simrol,Madhya Pradesh,India,326473.6842,83.56%
Indian Institute of Technology Ropar ,3.43, Ph.D Mathematics,2 Years,Rupnagar,Punjab,India,358525.4545,87.82%
Indian Institute of Technology Guwahati ,3.45, Ph.D Mathematics,2 Years,Guwahati,Assam,India,254171.9512,57.41%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Mathematics,2 Years,Bhubaneshwar,Odisha,India,518128.2353,61.20%
Indian Institute of Technology Goa ,3.73, Ph.D Mathematics,2 Years,Ponda,Goa,India,501474.2857,79.60%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Mathematics,2 Years,Gandhinagar,Gujarat,India,432565,72.17%
Indian Institute of Technology Jammu ,3.81, Ph.D Mathematics,2 Years,Jammu,Jammu and Kashmir,India,612000,77.50%
Indian Institute of Technology Hyderabad ,3.96, Ph.D Mathematics,2 Years,Hyderabad,Telangana,India,288884.5946,47.96%
Indian Institute of Technology Jodhpur ,4.36, Ph.D Mathematics,2 Years,Jodhpur,Rajasthan,India,503615.3846,82.27%
Indian Statistical Institute Kolkata ,3.72, Ph.D Mathematics and Statistics,2 Years,Kolkata,West Bengal,India,2400000,62.82%
Academy of Maritime Education and Training,2.53, Ph.D Mathematics Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,77.46%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Mathematics Part Time,2 Years,New Delhi,Delhi,India,325363.6364,83.90%
Indian Institute of Technology Ropar ,3.43, Ph.D Mathematics Part Time,2 Years,Rupnagar,Punjab,India,358525.4545,68.20%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Mechanical and Automation Engineering,2 Years,New Delhi,Delhi,India,325363.6364,68.91%
Indira Gandhi Delhi Technical University for Women,2.81, Ph.D Mechanical and Automation Engineering Part Time,2 Years,New Delhi,Delhi,India,325363.6364,54.52%
Indian Institute of Technology Tirupati ,2.48, Ph.D Mechanical Engineering,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,54.32%
Academy of Maritime Education and Training,2.53, Ph.D Mechanical Engineering,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,87.88%
Acharya Institute of Technology,2.79, Ph.D Mechanical Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,86.51%
Adichunchanagiri Institute of Technology,2.93, Ph.D Mechanical Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Adamas University,3.03, Ph.D Mechanical Engineering,2 Years,Kolkata,West Bengal,India,332156.25,50.87%
Indian Institute of Technology Palakkad ,3.06, Ph.D Mechanical Engineering,2 Years,Palakkad,Kerala,India,825000,48.56%
Adhiparasakthi Engineering College,3.2, Ph.D Mechanical Engineering,,Kancheepuram,Tamil Nadu,India,160000,
Adhi College of Engineering and Technology,3.24, Ph.D Mechanical Engineering,,Nathanallur,Tamil Nadu,India,137142.8571,
Indian Institute of Technology Patna ,3.24, Ph.D Mechanical Engineering,2 Years,Patna,Bihar,India,322481.6667,55.71%
Indian Institute of Technology Indore ,3.34, Ph.D Mechanical Engineering,2 Years,Simrol,Madhya Pradesh,India,326473.6842,64.08%
Adithya Institute of Technology,3.35, Ph.D Mechanical Engineering,,Kurumbapalayam,Tamil Nadu,India,145714.2857,
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Mechanical Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,77.52%
Indian Institute of Technology Ropar ,3.43, Ph.D Mechanical Engineering,2 Years,Rupnagar,Punjab,India,358525.4545,68.23%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Mechanical Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,85.23%
Indian Institute of Technology Guwahati ,3.45, Ph.D Mechanical Engineering,2 Years,Guwahati,Assam,India,254171.9512,73.70%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Mechanical Engineering,2 Years,Bhubaneshwar,Odisha,India,518128.2353,56.59%
Indian Institute of Technology Bhilai ,3.49, Ph.D Mechanical Engineering,2 Years,Bhilai,Chhattisgarh,India,465500,58.58%
Indian Institute of Technology Dharwad ,3.5, Ph.D Mechanical Engineering,2 Years,Dharwad,Karnataka,India,542760,81.42%
Indian Institute of Technology Gandhinagar ,3.78, Ph.D Mechanical Engineering,2 Years,Gandhinagar,Gujarat,India,432554,69.52%
Indian Institute of Technology Jammu ,3.81, Ph.D Mechanical Engineering,2 Years,Jammu,Jammu and Kashmir,India,612000,55.07%
Indira Gandhi Institute of Technology,3.86, Ph.D Mechanical Engineering,2 Years,Khalapal,Odisha,India,161636.3636,86.37%
Indira Gandhi National Open University,3.88, Ph.D Mechanical Engineering,2 Years,New Delhi,Delhi,India,57191.80328,71.07%
Indian Institute of Technology Hyderabad ,3.96, Ph.D Mechanical Engineering,2 Years,Hyderabad,Telangana,India,288884.5946,85.84%
Indian Institute of Technology Jodhpur ,4.36, Ph.D Mechanical Engineering,2 Years,Jodhpur,Rajasthan,India,503615.3846,78.33%
Academy of Maritime Education and Training,2.53, Ph.D Mechanical Engineering Part Time,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,71.61%
Indian Institute of Technology Ropar ,3.43, Ph.D Mechanical Engineering Part Time,2 Years,Rupnagar,Punjab,India,358525.4545,52.26%
Indian Institute of Technology Ropar ,3.43, Ph.D Metallurgical and Materials Engineering,2 Years,Rupnagar,Punjab,India,358525.4545,67.31%
Indian Institute of Technology Bhubaneswar ,3.48, Ph.D Metallurgical and Materials Engineering,2 Years,Bhubaneshwar,Odisha,India,518128.2353,74.37%
Indira Gandhi Institute of Technology,3.86, Ph.D Metallurgical and Materials Engineering,2 Years,Khalapal,Odisha,India,161636.3636,54.40%
Indian Institute of Technology Jodhpur ,4.36, Ph.D Metallurgical and Materials Engineering,2 Years,Jodhpur,Rajasthan,India,503615.3846,53.70%
Indian Institute of Technology Ropar ,3.43, Ph.D Metallurgical and Materials Engineering Part Time,2 Years,Rupnagar,Punjab,India,358525.4545,68.55%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Metallurgical Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,81.91%
Adamas University,3.03, Ph.D Microbiology,2 Years,Kolkata,West Bengal,India,332156.25,62.74%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Mineral Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,47.59%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Mining Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,55.18%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, Ph.D Mining Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,47.17%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, Ph.D Mining Machinery Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,88.15%
Indian Institute of Technology Guwahati ,3.45, Ph.D Nanotechnology,2 Years,Guwahati,Assam,India,254171.9512,51.73%
Academy of Maritime Education and Training,2.53, Ph.D Nautical Science,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,65.96%
